symbol,sector,name,as_of_date,t_price,cum_ret_4w,cum_ret_13w,cum_ret_26w,point,di,avg_vol_4w,avg_vol_13w,avg_vol_26w,vol_change_4w,vol_change_13w,vol_change_26w,pv_state_4w,pv_state_13w,pv_state_26w,pv_verdict,mom_12m_1m,weekly_vol_ann,spmo_score,cum_ret_4w_rank_in_sector,cum_ret_13w_rank_in_sector,cum_ret_26w_rank_in_sector,cms_a,surprise_l1,surprise_l2,pre_earnings_14d,above_50ma,ma50,amp_10d_pct,vp_ratio_stock,vcp,high_52w,high_52w_raw,pct_from_high,ret_5d,ret_20d,up_days_20,down_days_20,up_avg_vol,down_avg_vol,ud_ratio,vol_today,vol_10d_avg,vol_3w_avg,vol_ratio_stock_20d,vp_score_stock,rsi14,trend_state,trend_pattern,trend_signal,point_rank_in_sector,vp_score_rank_in_sector,vol_rank_in_sector,composite_in_sector,composite_rank_in_sector,stock_gap_alert,explosive_verdict,is_new_signal_3d
ECHO,Communication Services,EchoStar,2026-02-27,115.53,2.04,62.9,290.04,161.26,1.0,4243890,5679689,5508213,-38.64,6.43,74.32,P+V-,P+V+,P+V+,⚠️ 頂部背離,273.1,136.27,2.004,12,1,1,6.5,1.98,-1.75,False,True,114.08,13.39,0.961,False,132.25,132.25,-12.64,4.68,1.82,11.0,9.0,4168618.0,4335888.0,1.222,7897700.0,3356370.0,3599273.0,2.194,88.13,54.26,收斂,頭頭低·底底高,多轉空預警,1,11,4,5.6,2,吃老本,🔥 追高風險,True
VZ,Communication Services,Verizon,2026-02-27,48.57,12.62,26.86,16.76,18.25,1.0,40468680,30527678,27966495,39.69,20.16,33.87,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-1.7,25.06,-0.068,4,3,6,4.1,3.28,1.53,False,True,41.61,5.39,1.647,False,48.9,50.48,-0.67,1.81,25.95,14.0,6.0,45877092.0,27849050.0,2.333,34693500.0,27161020.0,31458053.0,1.103,100.0,72.66,擴散,頭頭高·底底低,,6,1,15,5.8,3,,,False
T,Communication Services,AT&T,2026-02-27,27.35,6.87,10.61,-0.44,4.15,0.667,45757605,41935627,44516496,-1.64,-10.96,20.28,P+V-,P+V-,P-V+,➡️ 中性,-2.49,23.71,-0.105,9,9,8,8.8,11.58,0.45,False,True,24.84,5.87,1.488,False,28.61,29.79,-4.4,0.11,11.46,11.0,8.0,53979736.0,36269137.0,1.375,54509300.0,37196900.0,40808633.0,1.336,100.0,61.33,擴散,頭頭高·底底低,,10,1,8,6.0,5,剛爆發,,False
ROST,Consumer Discretionary,Ross Stores,2026-02-27,204.8,9.01,18.36,40.35,27.02,1.0,2381260,2524586,2533042,0.66,-0.67,-23.29,P+V+,P+V-,P+V-,➡️ 中性,36.62,26.75,1.369,7,13,2,7.8,10.9,1.36,False,True,189.46,6.51,0.977,False,205.56,206.4,-0.37,2.08,10.26,15.0,4.0,2411680.0,2468850.0,3.75,4422700.0,2268890.0,2295760.0,1.926,100.0,76.19,多頭,頭頭高·底底高,多頭確認,2,1,1,1.4,1,,,False
TPR,Consumer Discretionary,"Tapestry, Inc.",2026-02-27,154.03,22.5,47.61,57.14,46.1,1.0,2759545,2607764,2964385,30.01,-21.48,-39.22,P+V+,P+V-,P+V-,➡️ 中性,53.46,41.52,1.288,2,1,1,1.5,20.67,8.91,False,True,135.98,7.94,1.316,False,160.47,161.97,-4.01,-1.03,22.1,13.0,7.0,3012892.0,2289042.0,1.857,3056700.0,2270330.0,2505200.0,1.22,100.0,62.15,擴散,頭頭高·底底低,,1,1,11,3.0,2,,,False
GRMN,Consumer Discretionary,Garmin,2026-02-27,250.75,25.39,31.97,8.03,18.35,1.0,1234205,1057396,990886,37.45,14.39,0.36,P+V+,P+V+,P+V+,⭐⭐⭐ 完美多頭,-7.18,38.57,-0.186,1,5,15,5.0,16.63,0.0,False,True,211.31,21.68,1.128,False,258.43,261.69,-2.97,1.58,23.54,13.0,7.0,1285423.0,1139085.0,1.857,1704900.0,1511200.0,1267493.0,1.345,100.0,76.58,擴散,頭頭高·底底低,,7,1,6,4.4,3,剛爆發,,False
CASY,Consumer Staples,Casey's,2026-02-27,684.6,13.04,26.89,36.51,28.24,1.0,434115,351861,342370,33.82,5.7,-7.17,P+V+,P+V+,P+V-,🚀 健康多頭,49.92,29.47,1.694,3,6,3,3.9,6.26,14.26,False,True,615.81,5.31,1.657,False,689.0,690.0,-0.64,2.75,12.25,13.0,7.0,504076.0,304185.0,1.857,2365200.0,490190.0,455453.0,5.193,100.0,72.2,多頭,頭頭高·底底高,多頭確認,4,1,1,2.2,1,,🚀 暴漲中,True
DG,Consumer Staples,Dollar General,2026-02-27,154.71,8.93,54.3,40.44,36.03,1.0,2683205,3556038,3305975,-20.27,16.37,-13.76,P+V-,P+V+,P+V-,⚠️ 量能背離,95.87,41.64,2.303,17,1,1,9.0,37.55,18.47,False,True,143.71,7.65,1.164,False,156.68,158.23,-1.26,3.72,10.2,14.0,6.0,2801857.0,2406350.0,2.333,3443100.0,2690280.0,2584260.0,1.332,100.0,64.51,多頭,頭頭高·底底高,多頭確認,1,1,9,2.6,2,,,False
HSY,Consumer Staples,Hershey Company (The),2026-02-27,232.65,22.12,28.0,32.1,28.58,1.0,2487750,1883892,1738636,37.16,18.23,-3.51,P+V+,P+V+,P+V-,🚀 健康多頭,13.21,37.41,0.353,1,4,6,2.9,21.77,22.22,False,True,197.71,9.81,1.129,False,233.14,236.78,-0.21,6.54,24.82,13.0,7.0,2591223.0,2295585.0,1.857,2289800.0,2061370.0,2373393.0,0.965,100.0,74.86,多頭,頭頭高·底底高,多頭確認,3,1,23,6.2,4,,🚀 暴漲中,True
TRGP,Energy,Targa Resources,2026-02-27,233.53,17.33,39.51,46.12,37.27,1.0,1503815,1419749,1469376,20.03,-6.53,-25.32,P+V+,P+V-,P+V-,➡️ 中性,4.96,35.99,0.138,2,4,5,3.2,12.12,10.4,False,True,196.07,8.36,1.0,False,235.21,237.5,-0.72,1.92,17.59,13.0,7.0,1503661.0,1504100.0,1.857,2369500.0,1670910.0,1561640.0,1.517,100.0,78.79,擴散,頭頭高·底底低,多頭確認,3,1,3,2.2,1,,,False
